"query_id","accession","title","organism","description","url","search_date","source_db"
"BP_Q1","PRJDB10011","Gut microbiota of 14 mice","mouse gut metagenome","Feces samples of 14 mice (7 wild-type and 7 autism model) were collected (Septyaningtrias et al.). The 16S rRNA gene hypervariable V1-V2 regions were PCR-amplified using universal primers (a barcoded 27Fmod and 338R) and, multiplexed amplicon pyrosequencing was carried out using 454 GS FLX Titanium or 454 GS JUNIOR (Roche Applied Science).","https://www.ncbi.nlm.nih.gov/bioproject/PRJDB10011","2026-04-02","bioproject"
"BP_Q1","PRJNA843912","Impact of gastrointestinal symptoms on autism spectrum disorde","","Associations with gut microbiota and short-chain fatty acids","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA843912","2026-04-02","bioproject"
"BP_Q1","PRJNA837206","Melatonin and autism","","The effects of melatonin on the gut microbiota of autism mouse model","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA837206","2026-04-02","bioproject"
"BP_Q1","PRJNA823373","16S rRNA sequencing of mice fecal samples following probiotic treatment","","To assess the psychobiotic potential of two bacterial strains, Lacticaseibacillus rhamnosus HA-114 and Ligilactobacillus salivarius HA-118, in improving ASD-related symptoms in a pre-clinical mouse model.","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA823373","2026-04-02","bioproject"
"BP_Q1","PRJNA815491","A preliminary investigation on the relationship between gut microbiota and gene expressions in peripheral mononuclear cells of infants with autism spectrum disorders","","Fecal and blood samples of infants with autism spectrum disorders (ASD) and healthy infants were analyzed to investigate the association of altered gut microbiota and ASD development.","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA815491","2026-04-02","bioproject"
"BP_Q1","PRJNA814201","Analysis of small ncRNAs in stool samples from ASD patients","Homo sapiens","Intestinal microorganisms impact on health maintaining gut homeostasis and shaping the host immunity, while gut dysbiosis associates with many conditions including autism, a complex neurodevelopmental disorder with multifactorial aetiology. In autism, gut dysbiosis correlates with symptom severity and is characterized by a reduced bacterial variability and a diminished beneficial commensal relationship. Microbiota can influence the expression of host microRNAs that, in turn, regulate the growth","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA814201","2026-04-02","bioproject"
"BP_Q1","PRJNA813424","microbiome, mycobiome and sncRNAs of children with autism spectrum disorders","","Intestinal microorganisms impact on health maintaining gut homeostasis and shaping the host immunity, while gut dysbiosis associates with many conditions including autism, a complex neurodevelopmental disorder with multifactorial aetiology. In autism, gut dysbiosis correlates with symptom severity and is characterized by a reduced bacterial variability and a diminished beneficial commensal relationship. Microbiota can influence the expression of host microRNAs that, in turn, regulate the growth","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA813424","2026-04-02","bioproject"
"BP_Q1","PRJNA801712","The role of probiotics in children with autism spectrum disorders","human gut metagenome","Autism spectrum disorder is a neurological and developmental condition that begins in infancy or earlier and lasts through the individual's lifetime. The mechanisms of ASD are not yet fully understood, and current treatment comprises education and rehabilitation, without significant improvement in the core symptoms. Recent studies suggest that microbiota change in children with ASD after the ingestion of probiotics may improve the balance of microbiota and thus ASD symptoms.This is a prospective","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA801712","2026-04-02","bioproject"
"BP_Q1","PRJNA786259","Homo sapiens Raw sequence reads","Homo sapiens","To explore the microbial change of gut microbiota in patients with autism and further to assess the effect of fecal microbiota transplantation to gut microbiota in patients with autism","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA786259","2026-04-02","bioproject"
"BP_Q1","PRJNA782533","Metagenomic study of the gut microbiome associated with autism spectrum disorders and their potential change after Microbiota Transfer Therapy","","shotgun metagenomics of children with autism","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA782533","2026-04-02","bioproject"
"BP_Q1","PRJNA769228","Gut microbial profile is associated with the severity of social impairment and IQ performance in children with autism spectrum disorders","","Autism spectrum disorders (ASDs) are highly heterogeneous with diverse symptom severity and comorbidities. Although the alterations of gut microbiota have been reported in ASD, it remains unclear whether specific microbial pattern links to certain aspects of symptoms or comorbidities in ASD. We aim to investigate the associations between gut microbiota and the severity of social impairment and cognitive functioning in children with ASD.","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA769228","2026-04-02","bioproject"
"BP_Q1","PRJEB44042","Kefir ameliorates specific microbiota-gut-brain axis impairments in a mouse model relevant to autism spectrum disorder","","Autism spectrum disorder (ASD) is one of the most severe developmental disorders, affecting on average 1 in 150 children worldwide. There is a great need for more effective strategies to improve quality of life in ASD subjects. The gut microbiome has emerged as a potential therapeutic target in ASD. A novel modulator of the gut microbiome, the traditionally fermented milk drink kefir, has recently been shown to modulate the microbiota and decrease repetitive behaviour, one of the hallmarks of AS","https://www.ncbi.nlm.nih.gov/bioproject/PRJEB44042","2026-04-02","bioproject"
"BP_Q1","PRJEB45948","the fecal microflora of Korean children with ASD","","Autism spectrum disorder (ASD) is a neurodevelopmental disorder characterized by social and behavioral impairments. Recent studies suggested that gut microbiota plays a critical role in the pathogenesis of ASD. Here, we have investigated the fecal microflora of Korean children with ASD to identify the gut microbiota profiles associated with ASD. Fecal samples were obtained from 54 children in the ASD group and 38 age-matched children exhibiting typical development. Sys-tematic bioinformatic anal","https://www.ncbi.nlm.nih.gov/bioproject/PRJEB45948","2026-04-02","bioproject"
"BP_Q1","PRJNA758217","the effect and mechanism of fecal bacteria transplantation on Autistic Spectrum Disorder","","Autism spectrum disorder (ASD) is a severe brain development disorder that is characterized by deficits in social communication and restricted, repetitive and stereotyped behaviors. Accumulating evidence has suggested that gut microbiota disorders play important roles in gastrointestinal symptoms and neurodevelopmental dysfunction in ASD patients. Manipulation of the gut microbiota by fecal microbiota transplantation (FMT) was recently shown to be a promising therapy for the treatment of various","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA758217","2026-04-02","bioproject"
"BP_Q1","PRJNA754695","Gut microbiota profile in Autism Spectrum Disorders patients","","Bacterial 16S rRNA metagenomic analysis of fecal samples by Illumina MiSeq platform. This study aims to investigate the gut microbiota in Autism Spectrum Disorders (ASD) children.","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA754695","2026-04-02","bioproject"
"BP_Q1","PRJNA747052","Microbial community sequencing and host transcripts sequencing in the Shank3 mouse model of autism spectrum disorder","","Shank genes are implicated in around 1% of people with autism and mice with Shank3 knock out mutations exhibit autism-like behaviours. Zinc deficiency and gastrointestinal problems can be common among people with autism, and zinc is a key element required for SHANK protein function and gut development. In Shank3Bmice, a supplementary zinc diet reverses autism behaviours. We hypothesise that dietary zinc may alter the gut microbiome, potentially affecting the gut-microbiome-brain axis, which may","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA747052","2026-04-02","bioproject"
"BP_Q1","PRJNA746736","16S rRNA gene sequence analysis of mice","","Food allergy induced autism-like behavior has been increasing for decades, but the causal drivers of this association are unclear. We sought to test the role of associated changes in gut microbiota and mTOR signaling on CMA mice exhibited a specific microbiota signature characterized by coordinate changes in the abundance of taxa of several bacterial genus, including the Lactobacillus, Clostridium_XIVa. Interestingly, the changes were accompanied by promoted mTOR signaling in the brain of CMA mi","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA746736","2026-04-02","bioproject"
"BP_Q1","PRJNA746094","Multi-omics signature of Autism Spectral Disorder reveals novel microbial macromolecules","","In this comprehensive study, we utilized multi-omics approaches to explore the role of gut microbiota in the pathology of ASD patients. The linked association between altered microbial community structure (via genomics) and dysregulated metaproteome profiling and metabolomics pinpointed crucial novel macromolecules that affect brain function and regulate ASD behavior.","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA746094","2026-04-02","bioproject"
"BP_Q1","PRJNA744027","China ASD Children gut microbiota 16S sequencing","","In the present project, we performed washed microbiota transplantation to investigate its effect on managing ASD and its related symptoms. We then performed the microbiota 16S sequence explore the relationship of dysbiosis and ASD, even its related symptoms","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA744027","2026-04-02","bioproject"
"BP_Q1","PRJNA739812","mouse gut metagenome Metagenome","mouse gut metagenome","We used triclosan (TCS) to construct a mouse model of ASD, and oral treatment with a probiotic strain, L. plantarum ST-III, to observe the changes of gut microbiota and behaviors","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA739812","2026-04-02","bioproject"
"BP_Q1","PRJNA724745","16SrRNA from gut-microbiota of a mouse orally exposed to p-Cresol through drinkwater Targeted loci","mouse gut metagenome","Autism Spectrum Disorders (ASD) are associated with dysregulation of the microbiota-gut-brain axis resulting in changes in microbiota composition as well as fecal, serum and urine levels of microbial metabolites. Yet, a causal relationship between dysregulation of the microbiota-gut-brain axis and ASD remains to be demonstrated. Here, we hypothesized that the microbial metabolite p-Cresol, which is more abundant in ASD patients compared to neurotypical individuals, could induce ASD-like behavior","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA724745","2026-04-02","bioproject"
"BP_Q1","PRJNA715668","human gut metagenome Targeted Locus (Loci)","human gut metagenome","Human gut microbiota of the fathers of autism children","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA715668","2026-04-02","bioproject"
"BP_Q1","PRJNA713927","Altered gut microbiome and autism-like behavior are associated with parental high salt diet in male mice","","The study focuses on the effects of parental salt consumption on the development of autism spectrum disorder in their offspring and the role of parental and offspring gut microbiome alteration due to the high salt diet.","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA713927","2026-04-02","bioproject"
"BP_Q1","PRJNA708345","Autism-Associated Variant in the SLC6A3 Gene Alters the Oral Microbiome and Metabolism in a Murine Model","","A recently identified de novo mutation is a threonine to methionine substitution at position 356 of the DAT (DAT T356M). The DAT T356M variant is associated with ASD-like phenotypes in mice homozygous for the mutation (DAT T356M+/+), including social deficits, hyperactivity, and impaired DA signaling. Here, we determine the impact of this altered DA signaling as it relates to altered oral microbiota by sampling from both T356M DAT mice as well as wild type mice.","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA708345","2026-04-02","bioproject"
"BP_Q1","PRJNA701402","Children with Attention-Deficit Hyperactivity Disorder or Autism spectrum disorder have distinct and shared microbiota compositions","human gut metagenome","Illumina amplicon sequencing of the V4 hypervariable region of the 16S rRNA gene. Samples consists of feces obtained from children with ADHD, autismspectrumdisorder (ASD), comorbid ADHD/ASD, or non-affected children. The purpose of the study was to examine whether the two disorders presented with shared microbial variations compared to controls.","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA701402","2026-04-02","bioproject"
"BP_Q1","PRJEB42687","ASD Colorado Longitudinal","","Research relating gut microbiome composition to autism spectrum disorders (ASD) has produced inconsistent results, indicative of the disorder’s complexity and the need for more sophisticated experimental designs. We address this need by 1) comparing gut microbiome composition between individuals with ASD and neurotypical controls in Arizona and Colorado using standardized DNA extraction and sequencing methods at both locations, and 2) longitudinally evaluating the gut microbiome’s relationship t","https://www.ncbi.nlm.nih.gov/bioproject/PRJEB42687","2026-04-02","bioproject"
"BP_Q1","PRJNA691555","Tongue microbiome associated with autism","","The study performed sequencing of the V1-V3 region of the 16S rRNA gene on tongue scraping samples to profile the microbiome in 25 autism cases and 38 healthy controls.","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA691555","2026-04-02","bioproject"
"BP_Q1","PRJNA687773","Fecal microbiome of children with autism spectrum disorder, their mothers, and healthy children","","16s rRNA amplicon sequencing of fecal samples from Chinese children with autism spectrum disorder, their respective mothers, and healthy children.","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA687773","2026-04-02","bioproject"
"BP_Q1","PRJNA686821","Shotgun metagenomics data from human stool microorganism Raw sequence reads","","Comparison of gut microbiome between ASD children and neurotypical children. We characterized compositional alterations in gut microbiome in ASD and identified novel fecal bacterial markers for ASD.","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA686821","2026-04-02","bioproject"
"BP_Q1","PRJNA675093","Fecal microbiome of children with autism spectrum disorder following probiotic and oxytocin supplementation","","This study aims to elucidate the effects of combined probiotic and intranasal oxytocin supplementation in subjects with autism spectrum disorders.","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA675093","2026-04-02","bioproject"
"BP_Q1","PRJEB39681","Gut microbiome of virally-infected C57BL/6 mice","","Chronic viruses such as Human Immunodeficiency Virus or Hepatitis C Virus currently afflict hundreds of millions of people worldwide. Some chronic viruses are able to colonize mucosal surfaces such as the gastrointestinal tract (GI), which act as barrier tissues that allow selective interaction of the host’s mucosal immune system with environmental factors such as microbiota, food antigens or pathogens. Gut mucosal alterations are associated with highly inflammatory conditions and diseases inclu","https://www.ncbi.nlm.nih.gov/bioproject/PRJEB39681","2026-04-02","bioproject"
"BP_Q1","PRJNA649347","feces metagenome Raw sequence reads","feces metagenome","the feces of ASD rats induced by VPA","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA649347","2026-04-02","bioproject"
"BP_Q1","PRJNA644763","Study on the gut microbiota in autism children and their mothers Targeted loci","human gut metagenome","[objective]To study the alterations in gut microbota in autism children and explore the relationship between gut bacteria shared by children and their mothers and autism. [Relevance] Human health","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA644763","2026-04-02","bioproject"
"BP_Q1","PRJNA644730","human gut metagenome Raw sequence reads","human gut metagenome","[Objective] To study the alterations in the gut microbial structure and composition of autism spectrum disorder (ASD) children and determine the relationship between gut bacteria shared by children and their mothers and ASD. [Methods] We investigated the gut microbiota of 76 ASD children and their mothers with 47 healthy controls and their mothers based on sequencing the V3-4 region of 16S rRNA gene in fecal samples. [Releveance] We showed the alterations and found the relationship.","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA644730","2026-04-02","bioproject"
"BP_Q1","PRJNA642975","16s rRNA amplicon sequencing of fecal samples from Chinese children with autism spectrum disorder","","In this study, we attempt to characterize the gut microbiome of Chinese children with autism spectrum disorders (ASDs) and identify differentially abundant microbiota associated with inflammation.","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA642975","2026-04-02","bioproject"
"BP_Q1","PRJNA624252","16S rRNA gene sequence of  autism spectrum disorder children","","16S rRNA gene sequence of autism spectrum disorder children","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA624252","2026-04-02","bioproject"
"BP_Q1","PRJNA615774","gut microbiota in children with autism spectrum disorder accompanied with sleep disorder","","This study was designed to investigate the alteration of gut microbiota and correlation with core symptom in sleep problems of children with autism spectrum disorders","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA615774","2026-04-02","bioproject"
"BP_Q1","PRJNA606860","ASD rat feces Raw sequence reads","gut metagenome","The gut microbiota analysis of ASD rats","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA606860","2026-04-02","bioproject"
"BP_Q1","PRJEB26424","Chemotherapeutic remodeling of the gut microbiome","","The gut microbiome is a dynamic, malleable microbial community that can provoke phenotypic changes in the host that promote or suppress the development of disease. In humans and animals, imbalances in the gut microbiome have been associated with numerous ailments ranging from metabolic disorders such as atherosclerosis to neurological disorders such as autism. Yet, despite considerable promise for advancing a new generation of personalized therapeutics, methods that can achieve selective remodel","https://www.ncbi.nlm.nih.gov/bioproject/PRJEB26424","2026-04-02","bioproject"
"BP_Q1","PRJNA599249","Gut microbiota of ASD children","","The probiotics and fructo-oligosaccharide intervention modulate gut microbiome state in children with ASD","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA599249","2026-04-02","bioproject"
"BP_Q1","PRJNA597790","human gut metagenome ITS","human gut metagenome","ASD ITS","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA597790","2026-04-02","bioproject"
"BP_Q1","PRJEB34807","Gut microbiota dysbiosis in Neurodevelopmental disorders","","While the gut microbiota dysbiosis has been linked with autism, its role in etiology of other neurodevelopmental disorders (NDD) is mainly underexplored. To our knowledge this is the first study evaluating gut microbiota diversity and composition in 36 children from Republic of Serbia diagnosed with some of the NDD and 28 healthy children. The results revealed the increased incidence of potentially harmful bacteria, closely related to Clostridium species, in the NDD patients’ group compared to t","https://www.ncbi.nlm.nih.gov/bioproject/PRJEB34807","2026-04-02","bioproject"
"BP_Q1","PRJNA592843","Therapeutic effects of the in vitro cultured human gut microbiota as transplants on altering gut microbiota and improving symptoms associated with autism spectrum disorder","","Study the therapeutic effects of the in vitro cultured human gut microbiota as transplants on altering gut microbiota and improving symptoms associated with autism spectrum disorder","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA592843","2026-04-02","bioproject"
"BP_Q1","PRJNA589343","The gut microbiota changes in Chinese children with autism spectrum disorders","","This is currently the largest number of studies on gut microbiota in children with ASD, and has provided evidence of the relationship between the gut microbiota and ASD.","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA589343","2026-04-02","bioproject"
"BP_Q1","PRJNA587441","16S rRNA gene sequence of  autism spectrum disorder mice","","The composition of the gut microbiota in ASD mice-BTBR and VPA mice","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA587441","2026-04-02","bioproject"
"BP_Q1","PRJNA578223","human gut metagenome Metagenome","human gut metagenome","we sequenced the bacterial 16S rRNA gene to elucidate changes in fecal microbiota between 48 children with ASD and 48 healthy children.","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA578223","2026-04-02","bioproject"
"BP_Q1","PRJNA575041","Bacterial communities in ASD soil mesocosms","","This data set contains sequencing reads (16S rRNA gene v4 region) from soils subjected to anaerobic soil disinfestation in greenhouse mesocosms.","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA575041","2026-04-02","bioproject"
"BP_Q1","PRJNA565477","Exon sequencing of Autism Spectrum Disorder children with constipation","","To explore the interplay between host genetic variation and gut microbiota in ASD children.","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA565477","2026-04-02","bioproject"
"BP_Q1","PRJNA561262","TEMPORAL DYNAMICS OF THE SOIL METABOLOME AND MICROBIOME DURING SIMULATED ANAEROBIC SOIL DISINFESTATION","","Soil microbial population changes were monitored in response to anaerobic soil disinfestation(ASD) using rice bran as the carbon source in a microcosm study. Objectives of the study were to track changes of the microbial populations in response to different soil physiochemical changes occurring during ASD.","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA561262","2026-04-02","bioproject"
"BP_Q1","PRJNA559058","The oral microbiome of ASD mother-child pairs and healthy mother-child pairs","","57 ASD children (ASD_C) and their mothers (ASD_M), together with 26 matched healthy (neurotypical) children (H_C) and their mothers (H_M) were recruited in Shandong, China for the current oral microbiome study.","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA559058","2026-04-02","bioproject"
"BP_Q1","PRJEB27306","Analysis of the intestinal and oropharyngeal microbiome, nutritional and immunological profile of children with Autism Spectrum Disorder (ASD) compared with children without","","The present work proposes an innovative approach because in previous studies it has been the intestinal microbiota has been prioritized and the role of the microbiota of the Oropharynx in autism spectrum disorders, despite having reports from the connection between changes in the intestinal and oropharyngeal microbiota. The results of this analysis has the potential to give rise to relevant information for theinvestigation of the interconnections that influence the ASD. Changes that are evidence","https://www.ncbi.nlm.nih.gov/bioproject/PRJEB27306","2026-04-02","bioproject"
"BP_Q1","PRJNA533120","16S rRNA sequencing from ASD and TD individuals, Apr 09 '19 (resequencing) Targeted loci environmental","human gut metagenome","MISEQ Resequencing of data reported in Kang et al 2017 and 2013 ( doi: 10.1371/journal.pone.0068322, doi: 10.1016/j.anaerobe.2017.12.007)","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA533120","2026-04-02","bioproject"
"BP_Q1","PRJNA530620","Autistic Symptoms and Gut Microbiota between Two Subgroups of ASD Children Based on γδT cells- derived IFN-γ levels","","Comparison of Autistic Symptoms and Gut Microbiota between Two Subgroups of ASD Children Based on γδT cells- derived IFN-γ levels","https://www.ncbi.nlm.nih.gov/bioproject/PRJNA530620","2026-04-02","bioproject"
"BP_Q1","PRJEB31117","Human Gut Microbiota from Autism Spectrum Disorder Promote Behavioral Symptoms in Mice","","Social impairment is a major symptom of neuropsychiatric conditions, such as autism spectrum disorder (ASD), schizophrenia, anxiety and depression. While the microbiome has been linked to social interaction in animals, gut-brain connections that regulate this complex behavior remain entirely undescribed. Herein, we demonstrate that depletion of microbiota in mice not only impairs social behavior, but also activates specific brain regions related to canonical stress responses. Social deviation in","https://www.ncbi.nlm.nih.gov/bioproject/PRJEB31117","2026-04-02","bioproject"
